image,name,description,credentials
img/team_2025/andres-munoz.webp, Andrés Muñoz, Universidad del Cauca
img/team_2025/camilo-oliveros.webp, Camilo Oliveros, Universidad del Cauca
img/team_2025/hernan-tobar.webp, Hernán Tobar, Universidad del Cauca,
img/team_2025/johana.webp, Johana Cardenas, Universidad del Cauca
img/team_2025/johan-triana.webp, Johan Triana, Universidad del Cauca
img/team_2025/juan-cardenas.webp, Juan Cárdenas, Universidad del Cauca
